title	originalTitle	sortingTitle	summary	platformList	criticsScore	developers	genres	publishers	releaseDate	originalReleaseDate	themes	gameMins	tags	dlcs	isHidden	osCompatibility	backgroundImage	squareIcon	verticalCover
The Stanley Parable	The Stanley Parable	Stanley Parable	The Stanley Parable is a first-person exploration game which ponders questions related to player agency, narrative pacing, escapism through gaming, objective-driven game design, authorial intent, and the conflict of interest between players and game creators.	['Epic Games Store']	88	['Galactic Cafe']	['Adventure', 'Indie']	['Galactic Cafe']	2013-10-17	2013-10-17	['Comedy']				False	['Windows']	https://images.gog.com/82000240ebdc42927356499ac46f5abdb7a64bb16c79ba19fe80b0d1d38c022e_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/0f305f28bf24b2569fcfa725dbe5f4d605524ac2aafbd5e27985b4f5d4cbfa37_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/e61a51da5616200e37be05f6312b9b361b721eeec107963ce0e110cbc92fb870_glx_vertical_cover.webp?namespace=gamesdb
Star Wars Battlefront	Star Wars Battlefront	Star Wars Battlefront	In 2004, the original Star Wars: Battlefront came onto the scene and took gamers – and Star Wars fans – by surprise. It was an ambitious action shooter that gave players the opportunity to step into the shoes of their favorite Star Wars characters, pilot quintessential Star Wars vehicles, and relive classic Star Wars battles.\n\nFast forward nearly 10 years and gamers still have many of those same Star Wars gaming fantasies – but now they wish to experience those larger-than-life battles in magnificent high definition, with all of the amazing special effects, vehicle physics and gameplay intensity that the next-generation has to offer.\n\nStar Wars Battlefront, developed by DICE on Frostbite 3, will surprise and delight fans yet again with a new experience inside this beloved universe made with our signature DICE craftsmanship and commitment to excellence.	['Xbox Live']	68	['EA Digital Illusions CE']	['Adventure', 'Shooter', 'Strategy']	['Electronic Arts']	2015-11-17	2015-11-17	['Action', 'Science fiction']				False		https://images.gog.com/7ea4db18d801c1903e0bce79ce5893e26b504495871ea0b14ff8c22f3cda7cdf_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/79efc354c1e09f4b9a772944f30c5b508409b3075240dc4072a09595d197a710_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/8159a153a7d5adf0ae98ae5058838c3ed5d72f65feb1a9da418f3d40fac1563e_glx_vertical_cover.webp?namespace=gamesdb
STAR WARS™ Battlefront™ II	STAR WARS™ Battlefront™ II	STAR WARS Battlefront 2	Embark on an endless Star Wars™ action experience from the best-selling Star Wars HD video game franchise of all time. Experience rich multiplayer battlegrounds across all 3 eras - prequel, classic and new trilogy - or rise as a new hero and discover an emotionally gripping single-player story spanning thirty years.\n\nCustomise and upgrade your heroes, starfighters or troopers - each with unique abilities to exploit in battle. Ride tauntauns or take control of tanks and speeders. Use the Force to prove your worth against iconic characters like Kylo Ren, Darth Maul or Han Solo, as you play a part in a gaming experience inspired by forty years of timeless Star Wars films.	['Humble Bundle', 'Origin', 'Xbox Live']	72	['EA Digital Illusions CE']	['Adventure', 'Shooter']	['Electronic Arts']	2017-11-17	2017-11-17	['Action', 'Fantasy', 'Science fiction']	22			False	['Linux', 'macOS', 'Windows']	https://images.gog.com/734986f4df6fed5e9c74999771af1ffdabc8799d7dd85c9d76d0c13118a1860f_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/602f324c4218f015c9e21dd06dbee6e118050364391258f16f41b4cfc47fc7e9_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/0a9bc82a9261c94076197f90ad01988be14e77869ec862324479565221294c8c_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Battlefront II	Star Wars: Battlefront II	Star Wars Battlefront 2	Star Wars: Battlefront II is the sequel to Star Wars: Battlefront. It is a high-selling Star Wars video game following the many adventures of several characters. The two games are very similar, as both revolve around troopers from various factions fighting in different locales. Battlefront II, however, includes elements and missions from Star Wars: Episode III Revenge of the Sith, as well as enhanced aspects of gameplay including space combat and the ability to play as Jedi characters or other heroes.\n\nWith brand new space combat, playable Jedi characters, and over 16 all new battlefronts, Star Wars Battlefront II gives you more ways than ever before to play the classic Star Wars battles any way you want.	['Humble Bundle', 'Steam']	76	['Pandemic Studios', 'Savage Entertainment']	['Adventure', 'Shooter']	['Activision', 'Electronic Arts', 'LucasArts']	2005-10-31	2005-10-31	['Action', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/8baf583bf9e8b070e0ef2a1cdc39892637f008ce4e2795999ebce5144d1ed6a5_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/9568160b20eb815774a04207e7152c4ba86f316b010e70a2830e3e1e492e71d9_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/9c3ea358df6ad3547ea57247b96a65daaedc3a735e2bbce826bd3dabf4d59095_glx_vertical_cover.webp?namespace=gamesdb
STAR WARS™ Battlefront™ II: Celebration Edition	STAR WARS™ Battlefront™ II: Celebration Edition	STAR WARS Battlefront 2 Celebration Edition	Put your mastery of the blaster and the Force to the test online and offline in STAR WARS Battlefront II: Celebration Edition. Heroes are born on the battlefront.\nBe the hero in the ultimate STAR WARS battle fantasy.	['Epic Games Store']	90	['EA Digital Illusions CE']	['Adventure', 'Shooter']	['Electronic Arts Worldwide']	2019-12-05	2019-12-05	['Action']	21			False	['Windows']	https://images.gog.com/7a9dcb1c7a448f6c42961c78fe5ff1ba59997e3f2f0a93ed00e136e2872572f8_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/0afcda10a8f7bcf90b7e1547d28b36c3acb4c3e1007a96d54359d0a979d6a7e5_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/41be69a0febea370fbb6f344dc00381b3c3559baa2ca76ab703b9f57654b6d4b_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Dark Forces	Star Wars: Dark Forces	Star Wars Dark Forces	The Empire stretches its evil clutches across the galaxy, consuming planets with devastating results. Through many struggles, the Rebel Alliance has learned of a new Imperial battle station, the Death Star, with enough power to destroy an entire planet.\n\nThe evil Empire is secretly building a massive army to complete their arsenal of domination and render their reign of terror unstoppable. Kyle Katarn, a formal Imperial Stormtrooper must join the Rebel Alliance's covert operations division, and re-take the Empire from the inside, one battle at a time.\n\nUnlike many other Doom-based games, Star Wars: Dark Forces attempted a realistic approach: the missions followed a specific storyline, sometimes cut up by scenes to progress the narrative. Each mission had its own briefing and objective. The levels were designed to represent actual bases, mines, facilities, and other known places from the Star Wars universe, like Star Destroyer interiors, Jabba's ship, Coruscant, etc.	['Humble Bundle', 'Steam']	66	['Big Bang', 'LucasArts']	['Shooter']	['Bullet-Proof Software', 'LucasArts', 'Virgin Interactive Entertainment (Europe) Ltd.']	1995-06-01	1995-06-01	['Action', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/bf50fd72df8737972e28713bb918c8359becc1e0e947dac8412da5aa15098934_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/cc5ce50d68a75c5815bbbf6fb1d64e960307bfa56668d21586d22af069412651_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/cc5ce50d68a75c5815bbbf6fb1d64e960307bfa56668d21586d22af069412651_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Empire at War - Gold Pack	Star Wars: Empire at War - Gold Pack	Star Wars Empire at War Gold Pack	Command or corrupt an entire galaxy in the definitive Star Wars strategy collection. It is a time of galactic civil war. Will you take up the reins of the Rebellion, assume control of the Empire, or rule the Star Wars Underworld?	['Humble Bundle', 'Steam']			['Real Time Strategy (RTS)', 'Strategy']		2007-08-15	2007-08-15	['Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/4959f8d1fb931ee4456a634c3539c0831a81887e2761eb07c9c6f6f870a6ef55_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/5ffdfd245b3063f5cb9956fce045a50dce6640d4b6198005f5704cc4ab94ac59_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/172c09cbcaf18f9c7bfd5817d99ad3a849f12d806a256b3d92fd8b61460be74d_glx_vertical_cover.webp?namespace=gamesdb
STAR WARS Jedi: Fallen Order™	STAR WARS Jedi: Fallen Order™	STAR WARS Jedi Fallen Order	A galaxy-spanning adventure awaits in Star Wars Jedi: Fallen Order™, a new third-person action-adventure title from Respawn Entertainment. This narratively driven, single-player game puts you in the role of a Jedi Padawan who narrowly escaped the purge of Order 66 following the events of Episode 3: Revenge of the Sith. On a quest to rebuild the Jedi Order, you must pick up the pieces of your shattered past to complete your training, develop new powerful Force abilities and master the art of the iconic lightsaber - all while staying one step ahead of the Empire and its deadly Inquisitors.\n\nWhile mastering your abilities, players will engage in cinematically charged lightsaber and Force combat designed to deliver the kind of intense Star Wars lightsaber battles as seen in the films. Players will need to approach enemies strategically, sizing up strengths and weaknesses while cleverly utilizing your Jedi training to overcome your opponents and solve the mysteries that lay in your path.\n\nStar Wars fans will recognize iconic locations, weapons, gear and enemies while also meeting a roster of fresh characters, locations, creatures, droids and adversaries new to Star Wars. As part of this authentic Star Wars story, fans will delve into a galaxy recently seized by the Empire. As a Jedi hero-turned-fugitive, players will need to fight for survival while exploring the mysteries of a long-extinct civilization all in an effort to rebuild the remnants of the Jedi Order as the Empire seeks to erase the Jedi completely.	['Epic Games Store', 'Origin', 'Xbox Live']	83	['Respawn Entertainment']	['Adventure']	['Electronic Arts']	2019-11-15	2019-11-15	['Action', 'Fantasy', 'Science fiction']	3			False	['Windows']	https://images.gog.com/b35eb09eb3d029f5704d32de3f50e159f68ad2c1fc0aa6c4209429f660e0a37d_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/51fb06a84c0e4e375d82606375bcf5fa0988f74287349606a3fc1f5ae080cd30_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/0936231dcc6fde87349edda69c7a5388a893e7364a74f22bbbc5b22fcd4529b5_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Jedi Knight II - Jedi Outcast	Star Wars: Jedi Knight II - Jedi Outcast	Star Wars Jedi Knight 2 Jedi Outcast	In the tradition of the highly acclaimed Star Wars: Jedi Knight series, Star Wars: Jedi Knight 2, Jedi Outcast features rebel agent Kyle Katarn in exhilarating first-person action. Several years have passed since Kyle avenged his father's death and saved the Valley of the Jedi from Jerec and his band of Dark Jedi. Allowing his Force powers to languish for fear of falling to the dark side, Kyle entrusted his lightsaber to Luke Skywalker, vowing never to use it again. But when a new and menacing threat to the galaxy emerges, Kyle knows he must reclaim his past in order to save his future.\n\nExplore breathtaking Star Wars locales such as Cloud City, the Jedi Academy on Yavin 4, Nar Shaddaa, and the smugglers' moon. Multiplayer options include deathmatch, saber-only deathmatch, and team capture the flag.	['Humble Bundle', 'Steam']	73	['Raven Software', 'Vicarious Visions', 'Westlake Interactive']	['Adventure', 'Shooter']	['Activision', 'Aspyr Media', 'CyberFront', 'LucasArts']	2002-03-26	2002-03-26	['Action', 'Science fiction']		['Key', 'Played']		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/dc0b1c7d69dc198a87dae10f2ff524d3818f7df02fc4e659990297638f95c9e8_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/2a96411d99624fcd7f7c2d5cd2a988a1aeeea033209a3e4c3d2362f6a835c0aa_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/25d55df4e3f16a5c5992c952744e00cafeea5d1d9dfd1ae191e0773845d1b616_glx_vertical_cover.webp?namespace=gamesdb
Star Wars™ Jedi Knight Dark Forces II	Star Wars™ Jedi Knight Dark Forces II	Star Wars Jedi Knight Dark Forces 2	"Whatever path Kyle Katarn chooses will change the face of the galaxy forever.\nStar Wars Jedi Knight: Dark Forces II continues the story of Kyle Katarn, a young mercenary that successfully infiltrated the Empire, as he embarks on a quest to discover his past and learn the ways of the Jedi.\n\nIn order to protect the galaxy Katarn must confront his father's murderers, led by the Dark Jedi Jerec, and stop them from obtaining the mysterious powers of a ""Valley of the Jedi"", a focal point for Jedi power and a Jedi burial ground. As Katarn embarks on his journey to defeat the Dark Jedi he must also shape his destiny, by choosing to follow either the light side, or the dark side."	['Humble Bundle', 'Steam']		['LucasArts']	['Shooter']	['LucasArts']	1997-09-30	1997-09-30	['Action', 'Science fiction']		['Key', 'Played']		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/9c3a55b08f5908b354bd490ec784231ef1376cf7f150eea7cc8b6a64baabb95b_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/ef2e953d8330a4af2bea0c947e660e2b857aef0e1e453e5b62e544d4aa798b6b_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/ef2e953d8330a4af2bea0c947e660e2b857aef0e1e453e5b62e544d4aa798b6b_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Jedi Knight - Jedi Academy	Star Wars: Jedi Knight - Jedi Academy	Star Wars Jedi Knight Jedi Academy	Star Wars: Jedi Knight: Jedi Academy, of the highly acclaimed Jedi Knight series, allows players to take on the role of a new student eager to learn the ways of the Force from Jedi Master Luke Skywalker. Interact with famous Star Wars characters in many classic Star Wars locations as you face the ultimate choice: fight for good and freedom on the light side, or follow the path of power and evil to the dark side.	['Humble Bundle', 'Steam']	69	['Raven Software', 'Vicarious Visions']	['Adventure', 'Shooter']	['Activision', 'Aspyr Media', 'CyberFront', 'LucasArts']	2003-09-16	2003-09-16	['Action', 'Science fiction']		['Key', 'Played']		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/caf06aa5773bd7370bee16631a43f4d3cd51ea5cf2c0efc8f67cb559e3d67edf_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/bb25c0543e5fa7041c94319caa6bc2e94208680ca69f6585615f55ad4720fafa_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/03c08b61836d94c3ee528a195a391a6427eaaefad5948f60039409a132c81693_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Knights of the Old Republic	Star Wars: Knights of the Old Republic	Star Wars Knights of the Old Republic	Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!\n\nStar Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!	['Humble Bundle', 'Steam']	94	['BioWare']	['Adventure', 'Role-playing (RPG)']	['Activision', 'Aspyr Media', 'LucasArts']	2003-11-19	2003-11-19	['Action', 'Science fiction']		['Key', 'Played']		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/d721c6891571fac1a8d618c7ba34ffdc138a27c3291896e79f92f81fb0d3dca0_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/162909bc7a04c48d0761933f2d43ac6450ef5500345c74c907196fae2321012c_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/5726995de2f8aefa629898726bd336937a82bb85ccbcd7f6a79c296b74d7e545_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Knights of the Old Republic II - The Sith Lords	Star Wars: Knights of the Old Republic II - The Sith Lords	Star Wars Knights of the Old Republic 2 The Sith Lords	Star Wars Knights of the Old Republic II: The Sith Lords is a sequel to the blockbuster RPG Star Wars Knights of the Old Republic. Players continue to enjoy the title's emotionally compelling and story-driven theme, additions to features such as new characters, classes, locations and force powers as well as a deeper look into the founding lore.	['Humble Bundle', 'Steam']	88	['Obsidian Entertainment']	['Adventure', 'Role-playing (RPG)', 'Strategy']	['Activision', 'Aspyr Media', 'LucasArts']	2005-02-08	2005-02-08	['Action', 'Science fiction']		['Key', 'Played']		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/b72dfc5471dd7c8a1205f887498f20b658dbd0f4197589f36352dfab0cb7b612_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/9447bd735d304984ce1dbc2bc0d0ea11c3de86029c0368f7726882dce7bfca67_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/883eb5100d49ff1cb1e63efbcb574cd1aeadfa4cfbcff38c91ef4e999116d9cf_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Republic Commando	Star Wars: Republic Commando	Star Wars Republic Commando	"Chaos has erupted throughout the galaxy. As a leader of an elite squad of Republic Commandos, your mission is to infiltrate, dominate, and ultimately, annihalate the enemy. Your squad will follow your orders and your lead, working together as a team-instinctively, intelligently, instantly. You are their leader. They are your weapon.\n\nStar Wars: Republic Commando is a tactical first-person shooter video game, set in the Star Wars universe. It was developed by LucasArts using the Unreal Engine, and published for the Xbox and Microsoft Windows in 2005. The game features both single-player and multiplayer game modes. In the story, set in the Star Wars Legends expanded universe, players assume the role of RC-1138 (""Boss""), an elite clone trooper, known as ""clone commando"", and the leader of the special ops unit Delta Squad, consisting of three fellow clone commandos with distinctive personalities and character traits: RC-1262 (""Scorch""), RC-1140 (""Fixer""), and RC-1207 (""Sev""). The story follows Delta Squad as they complete increasingly difficult missions throughout the Clone Wars and learn to bond as a team.\n\nRepublic Commando received generally favorable reviews at release. Many critics praised the story and combat, but criticized the short length and average multiplayer. In the years since its release, it has come to be considered one of the best Star Wars games ever made, and has gained a cult following.\n\nAn enhanced port of the game by Aspyr is set to release for the Nintendo Switch and PlayStation 4 on April 6, 2021. As reported by Jordan Ramée of GameSpot, ""Handled by Aspyr Media, Star Wars: Republic Commando Remastered brings the original 2005 Xbox and PC game to PS4 and Switch with enhanced HD graphics and modernized controls, though the multiplayer is absent. Otherwise, it's the same game. And though the flaws in its gameplay are only more noticeable now 16 years later, this remaster manages to still deliver a compelling story of four specialized commandos engaging in a variety of combat missions across the Clone Wars.""."	['Humble Bundle', 'Steam']	81	['LucasArts']	['Adventure', 'Shooter', 'Tactical']	['Activision', 'Aspyr Media', 'Electronic Arts', 'LucasArts']	2005-03-01	2005-03-01	['Action', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/ac78ef6620d4c0c08370e886d54fb76bd0db89a2d8b790f7714f3ec838b2f8f2_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/953bd14324f853d91e690559f1821aa575c64858fcac253ade61092800ec954d_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/e28079a932c6f1857e62ad89833d8d6a018e62f45f12598059c1410091ef405a_glx_vertical_cover.webp?namespace=gamesdb
STAR WARS™: Squadrons	STAR WARS™: Squadrons	STAR WARS Squadrons	Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Buckle up, feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and learn what it means to be a pilot in a thrilling STAR WARS™ single-player campaign.	['Origin', 'Xbox Live']	81	['Motive Studios']	['Simulator']	['Electronic Arts']	2020-10-02	2020-10-02	['Action', 'Science fiction', 'Warfare']				False	['Windows']	https://images.gog.com/694a71fdf133c07dfa5338509b7b44513ab7cf468228e24f4164c9cd5e002206_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/f884a994c4b2cc7d74660d50d09509a656427ab4abb59503564634d3cf4bf0b7_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/89999170dcc6b9adfe908547e397a57ad01df38a682fc88633d492a2043cafd9_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: Starfighter	Star Wars: Starfighter	Star Wars Starfighter	Join three heroic starfighter pilots in harrowing deep space and planetary missions to save the planet of Naboo. Star Wars Starfighter allows you to fly through a unique chapter of the Star Wars universe, piloting 20 realistic and accurately rendered 3D starships amidst a variety of 14 environments set in air and space.\n\nTakeoff on an epic journey that begins on the lush paradise planet of Naboo and continues through the climactic assault on the Droid Control Ship inspired by the motion picture Star Wars Episode I: The Phantom Menace. Take on the roles of rookie Naboo pilot Rhys Dallows, mercenary Vana Sage, and alien pirate Nym as they join together in an unlikely alliance against an unexpected assault on a peaceful planet. As you fly to the aid of Naboo, you'll test your battle skills against more than 50 vehicles, including Trade Federation drop ships, battle tanks, Droid starfighters and never before seen craft such as the deadly Protector, Scarab, and Dagger.	['Humble Bundle', 'Steam']	78	['LucasArts']	['Shooter', 'Simulator']	['LucasArts']	2002-01-22	2002-01-22	['Action', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/10bf2c1840f2a2156264f7090b8c8fe0093412efcf63a9b5036039d4bbcc5e86_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/e2ff58117e60d8d7eac2b9d821e896260482eef9ddb8390f29ba609c0bef4098_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/06f363495a4677243b418fbcdd6a2f8f2d0b646bda9f7f639356dde584d6c340_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: The Force Unleashed	Star Wars: The Force Unleashed	Star Wars The Force Unleashed	"Star Wars: The Force Unleashed is a Star Wars video game that takes place between the films Star Wars: Episode III Revenge of the Sith and Star Wars: Episode IV A New Hope. It is the centerpiece of the Star Wars: The Force Unleashed multimedia project,\n\nStar Wars: The Force Unleashed completely re-imagines the scope and scale of the Force and casts players as Darth Vader’s ""Secret Apprentice,"" unveiling new revelations about the Star Wars galaxy seen through the eyes of a mysterious new character armed with unprecedented powers.\n\nThe game showcases Digital Molecular Matter (DMM), an extremely detailed and realistic material physics engine developed by Pixelux, and Euphoria, a realistic bio-mechanical A.I. engine by NaturalMotion"	['Xbox Live']	71	['LucasArts']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']"	['LucasArts', 'THQ Wireless']	2008-09-16	2008-09-16	['Action', 'Fantasy', 'Science fiction']		Played		False		https://images.gog.com/3e040c407500fbc9949ed3b608ebd7f7c913656ebb95064d4cb126651df79e5b_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/518b04eebeb89bf645bea8287613ba8a0453060b96fa24d26e73f1320ce96dc7_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/1c0f941b3e084621403de414e819d3680d1eeb12230193cd04e996c9d29be3c2_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: The Force Unleashed II	Star Wars: The Force Unleashed II	Star Wars The Force Unleashed 2	The Star Wars Saga continues with Star Wars: The Force Unleashed II, the highly anticipated sequel to the fastest-selling Star Wars game ever created, which has sold more than seven million copies worldwide.\n\nIn Star Wars: The Force Unleashed, the world was introduced to Darth Vader’s now fugitive apprentice, Starkiller — the unlikely hero who would ignite the flames of rebellion in a galaxy so desperately in need of a champion. In the sequel, Starkiller returns with over-the-top Force powers and embarks on a journey to discover his own identity and to reunite with his one true love, Juno Eclipse.\n\nIn Star Wars: The Force Unleashed II, Starkiller is once again the pawn of Darth Vader — but instead of training his protégée as a ruthless assassin, the dark lord is attempting to clone his former apprentice in an attempt to create the Ultimate Sith warrior. The chase is on — Starkiller is in pursuit of Juno and Darth Vader is hunting for Starkiller.\n\nWith all-new devastating Force powers and the ability to dual-wield lightsabers, Starkiller cuts a swath through deadly new enemies across exciting worlds from the Star Wars movies — all in his desperate search for answers to his past.	['Humble Bundle', 'Steam']	64	['LucasArts']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']"	['LucasArts']	2010-10-26	2010-10-26	['Action', 'Fantasy', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/c075b28907d160a2793441120989e47569d6a89d8fec0566f674dd6ff881858a_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/a21d1ad5dbc89fbca6d685cea5741dccbd47154c9a8c9a5a213686a8b1ce4620_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/6c3a3e8314f7b683df398b0549896a10230805b38cea2f5635ee332b0955c8ba_glx_vertical_cover.webp?namespace=gamesdb
Star Wars: The Force Unleashed - Ultimate Sith Edition	Star Wars: The Force Unleashed - Ultimate Sith Edition	Star Wars The Force Unleashed Ultimate Sith Edition	"The story and action of Star Wars: The Force Unleashed expands with the release of Star Wars The Force Unleashed: Ultimate Sith Edition, a special new version of the game that will show gamers the deepest, darkest side of the Force in a story that puts them on a collision course with Luke Skywalker himself.\n\nThe Ultimate Sith Edition includes all of the original missions found in Star Wars: The Force Unleashed as well as content previously only available via download and an all-new exclusive bonus level.\n\nStar Wars: The Force Unleashed completely re-imagines the scope and scale of the Force and casts players as Darth Vader’s ""Secret Apprentice,"" unveiling new revelations about the Star Wars galaxy seen through the eyes of a mysterious new character armed with unprecedented powers."	['Humble Bundle', 'Steam']	64	['LucasArts']	"['Adventure', ""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']"	['LucasArts']	2009-11-03	2009-11-03	['Action', 'Fantasy', 'Science fiction']		Key		False	['Linux', 'macOS', 'Windows']	https://images.gog.com/fb2b4663e50e775a53aa10a7e5a83d0a2e77b3335a0278d029548ccf261f8ee2_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/3de0ffebb0e896e1fbe396598a6bae63529be97b57d9a04ec4514ca14053fd3a_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/62c203febf3dd02d0f11cdeb5ac05d87b5efea2ca91332340d1449f6c42cf61d_glx_vertical_cover.webp?namespace=gamesdb
Starbound	Starbound	Starbound	You’ve fled your home, only to find yourself lost in space with a damaged ship. Your only option is to beam down to the planet below and gather the resources you need to repair your ship and set off to explore the vast, infinite universe…\n\nIn Starbound, you create your own story - there’s no wrong way to play! You may choose to save the universe from the forces that destroyed your home, uncovering greater galactic mysteries in the process, or you may wish to forego a heroic journey entirely in favor of colonizing uncharted planets.	['Xbox Live']	87	['Chucklefish Games']	['Adventure', 'Indie', 'Platform', 'Role-playing (RPG)']	['Chucklefish Games']	2016-07-22	2016-07-22	['Action', 'Sandbox', 'Science fiction']				False	['Windows']	https://images.gog.com/dbdda57bb137cd06d93c6a756360c629b379e875baab36bcbab0c8c6db837155_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/3798aad910d848efb77ca25780a110532fcceedea5ef6715ab4cfec95ca2d5d1_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/f8a1bb3608e775ea14b5b9cb5292d8c0b8a8d3e385cb73ed29b8d1d2eacb6279_glx_vertical_cover.webp?namespace=gamesdb
StarCraft	StarCraft	StarCraft	StarCraft is a strategic game set in a Galaxy far away on multiple planets. It's style and balance between the three antagonistic species it features is unique and appealed to millions.	['Battle.net']		['Blizzard Entertainment']	['Real Time Strategy (RTS)', 'Strategy']	['Blizzard Entertainment']	1998-03-31	1998-03-31	['Science fiction']		Played		False	['macOS', 'Windows']	https://images.gog.com/66db14b46db7619cb86b82b10daeb9e00941c56785cae677e1d59cce70269685_glx_bg_top_padding_7.webp?namespace=gamesdb	https://images.gog.com/73cd08407bd453cba21f7478224610b4cad16f69cd803f7678c6d75363102a52_glx_square_icon_v2.webp?namespace=gamesdb	https://images.gog.com/73cd08407bd453cba21f7478224610b4cad16f69cd803f7678c6d75363102a52_glx_vertical_cover.webp?namespace=gamesdb
